Лидер фракции «Ата-Журт Кыргызстан» Бактыбек Сыдыков встретился с директором представительства Национального демократического института в Кыргызстане Дэном Редфордом,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84677_news_cover_photo_slider.jpg,18-05-2023 14:49
Депутаты в ходе рассмотрения вопроса «разное» обратили внимание на социальные проблемы,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84675_news_cover_photo_slider.jpg,18-05-2023 13:00
Депутаты обозначили вопросы обеспечения населения питьевой водой,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84674_news_cover_photo_slider.jpg,18-05-2023 12:53
Депутат Максатбек Сарбагышев поднял вопрос строительства музея манасчы Саякбая Каралаева,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84669_news_cover_photo_slider.jpg,18-05-2023 12:42
Депутаты обозначили вопросы строительства социальных объектов в регионах,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84667_news_cover_photo_slider.jpg,18-05-2023 12:19
Заместитель Торага Жогорку Кенеша Джамиля Исаева приняла участие в  VII Международном фестивале «Эпосы народов мира»,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84663_news_cover_photo_slider.jpeg,18-05-2023 11:31
Депутат Марлен Маматалиев предложил блокировать сайты онлайн-казино,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84666_news_cover_photo_slider.jpg,18-05-2023 11:15
Депутат Эрулан Кокулов поднял вопросы в сфере развития туризма в республике,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84672_news_cover_photo_slider.jpeg,18-05-2023 10:58
Депутаты обозначили социально-экономические проблемы населения,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84660_news_cover_photo_slider.jpg,18-05-2023 10:48
Торага Нурланбек Шакиев прибыл в Минск для участия в заседаниях ПА ОДКБ,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84651_news_cover_photo_slider.jpg,17-05-2023 15:59
"Депутаты Нуржигит Кадырбеков, Айбек Маткеримов приняли участие в заседании Постоянного комитета Азиатской парламентской ассамблеи",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84645_news_cover_photo_slider.jpg,17-05-2023 15:39
"Депутаты Ч.Султанбекова, Ы.Атажанов и Н.Ражабалиев встретились с депутатами Кадамжайского городского кенеша",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84614_news_cover_photo_slider.jpg,17-05-2023 15:16
Жогорку Кенеш избрал Джамилю Джаманбаеву на должность Акыйкатчы  (Омбудсмена) Кыргызской Республики,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84607_news_cover_photo_slider.jpg,17-05-2023 13:00
Депутат Чингиз Айдарбеков встретился со школьниками Тонского района,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84604_news_cover_photo_slider.jpg,17-05-2023 12:54
Депутат Максатбек Сарбагышев провел онлайн-встречу с жителями Иссык-Кульской области,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84589_news_cover_photo_slider.jpeg,17-05-2023 12:17
"Депутат Миргул Темирбаева приняла участие в семинаре «Признание роли нейтральных государств в укреплении безопасности, стабильности и диалога в регионе ОБСЕ»",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84586_news_cover_photo_slider.jpg,17-05-2023 12:06
Аудитором Счетной палаты КР избран Алимжан Байгазаков,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84668_news_cover_photo_slider.jpg,17-05-2023 11:20
Принят законопроект «О внесении изменения в Уголовный кодекс Кыргызской Республики» во втором чтении,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84583_news_cover_photo_slider.jpg,17-05-2023 11:04
Депутат Тазабек Икрамов принял участие в ряде мероприятий в рамках миссии наблюдателей ТюркПА на выборах в Турции,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84561_news_cover_photo_slider.jpg,17-05-2023 10:56
Депутат Жогорку Кенеша Камила Талиева  ознакомилась с деятельностью Кыргызского национального аграрного университета им. К.И. Скрябина,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84553_news_cover_photo_slider.jpg,17-05-2023 09:59
В штаб-квартире ТюркПА установлена кыргызская юрта,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84531_news_cover_photo_slider.jpg,16-05-2023 18:14
Комитет по ТЭК заслушал информацию об исполнении статьи 30 закона «О недрах» и средствах фондов развития регионов,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84520_news_cover_photo_slider.jpg,16-05-2023 17:55
Депутаты во главе с заместителем Торага Жогорку Кенеша Нурланбеком Азыгалиевым приняли участие в работе международного форума в сфере образования,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84515_news_cover_photo_slider.jpeg,16-05-2023 15:58
Комитет Жогорку Кенеша заслушал информацию о деятельности и планах развития Государственной ипотечной компании,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84516_news_cover_photo_slider.jpg,16-05-2023 15:02
Профильный комитет рассмотрел законопроект о противодействии коррупции в сфере государственной и муниципальной службы,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84502_news_cover_photo_slider.png,16-05-2023 14:59
"Торага Нурланбек Шакиев принял участие в специальном заседании парламента Азербайджана, посвященном 100-летию Гейдара Алиева",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84484_news_cover_photo_slider.jpg,16-05-2023 14:46
"Комитет Жогорку Кенеша одобрил законопроект о внесении изменений в Уголовный кодекс, Уголовно-процессуальный кодекс, Кодекс о правонарушениях",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84480_news_cover_photo_slider.png,16-05-2023 14:43
"Профильный комитет одобрил законопроект о внесении изменений в Уголовный кодекс, Уголовно-процессуальный кодекс",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84466_news_cover_photo_slider.jpg,16-05-2023 13:04
Начался рабочий визит Торага Нурланбека Шакиева в Азербайджанскую Республику,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84468_news_cover_photo_slider.jpg,16-05-2023 12:43
Комитет Жогорку Кенеша одобрил законопроект  «О внесении изменений в Закон Кыргызской Республики «О муниципальной собственности на имущество» в первом чтении,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84464_news_cover_photo_slider.JPG,16-05-2023 12:22
Комитет Жогорку Кенеша одобрил проект Закона «О внесении изменений в Закон Кыргызской Республики «О защите от недостоверной (ложной) информации» в первом чтении,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84463_news_cover_photo_slider.jpg,16-05-2023 12:17
Профильный комитет рассмотрел кандидатуры Дж. Джаманбаевой и К. Кубатовой на должность Акыйкатчы (Омбудсмена) Кыргызской Республики,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84465_news_cover_photo_slider.jpg,16-05-2023 11:05
Комитет по аграрной политике провел выездное заседание в Ала-Букинском и Чаткальском районах,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84415_news_cover_photo_slider.jpg,15-05-2023 17:02
"Профильный Комитет одобрил законопроект о внесении изменений в Гражданский кодекс КР, закон «О финансовой аренде (лизинге)»",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84450_news_cover_photo_slider.jpg,15-05-2023 15:37
Комитет Жогорку Кенеша одобрил законопроект «О государственном регулировании внешнеторговой деятельности» во втором чтении,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84448_news_cover_photo_slider.jpg,15-05-2023 15:21
Торага Нурланбек Шакиев вылетел с рабочим визитом в Азербайджанскую Республику,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84398_news_cover_photo_slider.jpg,15-05-2023 10:30
